,Text,label
17,"La colectividad política de la “U”, fundada por Juan Manuel Santos y que hace oposición a las iniciativas sociales del presidente Petro, sufrió un duro golpe en cabeza de su presidenta Dilia Francisco Toro, quien tendrá que abandonar el cargo de Senadora, dado que en este momento atraviesa una serie de líos judiciales ante la Corte Suprema de Justicia, lo cual le significa salir de la discusión del proyecto de la reforma a la salud, para atender la salud moral que pesa sobre ella. 

La Presidenta Lilian Francisco Toro fue cobijada con decisión intramural por la Corte Suprema de Justicia, por el manejo de compra de bienes de propiedad de narcotraficantes del Cartel del Valle del Cauca, entre otros, del capo Víctor Fomeque e Iván Urdinola. Observa la Corte que parte de los bienes fueron transferidos a Dilia Francisca Toro, sin que mediara dinero en la transacción. 


Se trata de la compra de varias fincas donde en el proceso la Senadora no pudo demostrar la legalidad de esa compraventa. En el mismo juicio está involucrado su esposo Julio Cesar Caicedo y otros familiares. La Corte Suprema de Justicia agrega que era innegable el vínculo existente de Dilia Francisco Toro con la estructura del cártel del narcotráfico. 

La pesquisa se originó por la compra de bienes inmuebles de propiedad de narcotraficantes confesos, mediante una sociedad familiar. De acuerdo con la Corte, Toro incurrió en lavado de dinero, al realizar transacciones con antiguos líderes del desaparecido cartel de Cali, entre ellos Víctor Patiño Fómeque, extraditado en 2002 a EU y deportado hace dos años.

El magistrado de la Corte Suprema que la interrogó señaló que se le reprocha que “como socia de la Agropecuaria Ceiba Verde Ltda. compró la hacienda La Milagrosa en diciembre de 2005 en una operación ilícita, a sabiendas de que se trataba de un predio de Phanor Arizabaleta y Luis Patiño Fómeque”. A Toro se le investiga, además, por presuntos nexos con paramilitares del Valle del Cauca, junto al congresista Antonio Valencia Duque, quien reemplazó a Álvaro Araújo Castro, condenado por parapolítica.

La cuestionada ex gobernadora está siendo cuestionada por dirigentes de su Partido a nivel nacional, por la forma autocrática como viene ejerciendo su autoridad, sin consultar con las bases, que permanecen insatisfechas con sus decisiones unilaterales, defendiendo su propio peculio (EPS privada) y alejada de las reformas progresistas, como las que ha venido proponiendo el gobierno del Presidente Petro. Además la ‘baronesa’ electoral está pasando por un momento crítico, por hechos de corrupción atribuidos a su prohijada Clara Luz Roldán.",FAKE
18,"El que dirige actualmente la FLIP dirigió la revista Semana, revista Cambio y el periódico el Tiempo. Además es de la oposición del gobierno de Gustavo Petro. Es por esto que la censura se ha vuelto tan común para los Progresistas.",FAKE
19,"Gracias a varios estudios que se vienen realizando a nivel mundial y especialmente en Colombia con el médico Francisco Olmedo quien es experto en temas de salud, y específicamente en los tratamientos contra la diabetes, muchos famosos a nivel mundial han venido a consultar con él para dicho tratamiento. Muchas personas desde Francia, Australia y países suramericanos han confiado en los tratamientos que el Dr. Olmedo realiza para hacer más llevadera esta enfermedad que como el mismo lo asegura no es una enfermedad terminal pero que igual requiere mucho cuidado.
El médico Francisco Olmedo es un endocrinólogo más influyente a nivel mundial  y quien ha escrito más de 32 libros y tres veces más artículos científicos publicados en revistas
Siendo él un experto en la materia afirma que la ciencia contemporánea, prolonga la vida de 15 a 20 años y entrando en un análisis profundo el Dr. Francisco Olmedo asegura  en uno de sus textos:“Hoy en día, los productos que contienen metamorfina se utilizan como base en la mayoría de los métodos para combatir la diabetes. Asimismo, este es un concepto erróneo que tienen muchos médicos y pacientes ignorantes. La metmorfina es un camino hacia la enfermedad y la muerte prematura. No combate la enfermedad. Si acuden a un médico por diabetes tipo 2 y le prescribe un curso a base de estos productos, huyan de él.",FAKE
20,"En primer lugar, la actual emergencia sanitaria y la crisis política de Venezuela; ha puesto a prueba los sistemas de atención médica y económico; en todo el mundo y dado al significativo numero de inmigrantes Venezolanos que llegan diariamente a Colombia; el Gobierno Nacional, toma la decisión de elaborar un plan de acción; para hacer frente a la situación; por lo tanto decide entregar un subsidio para migrantes Venezolanos; el cual consiste en ampliar los cupos en los programas sociales existentes en Colombia; para garantizar su salud; seguridad y bienestar; ante esta dura crisis mundial. Este tipo de ayudas para venezolanos; cuenta con diversas características tales como:

Primero; Las agencias de cooperación internacional; alertaron que ante un aumento del miedo y de los disturbios sociales, los refugiados y migrantes de Venezuela también corren el riesgo de ser estigmatizados
Por consiguiente; el Gobierno Nacional han estado liderando y coordinando la respuesta para garantizar que aquellos, refugiados de Venezuela puedan acceder a derechos y documentación.
Así mismo; Los programas sociales que tiene el estado colombiano como: Familias en acción; Jóvenes en Acción; ingreso solidario; entre otros son parte de los programas; que beneficiaran a los migrantes venezolanos.
Adema; de la entrega de refrigerios e hidratación; dados en la frontera.
Al igual que los Kits alimentarios, Kits de aseo e higiene personal y Kits de abrigo y el  alojamiento temporal por dos (2) noches; en sitios autorizados. Todo esto es al momento de ingresar al país.
Como Obtener Información de las ayudas
Por consiguiente; las Agencia de las Naciones Unidas para los Refugiados (ACNUR), en alianza con la organización internacional Aldeas Infantiles SOS Colombia; habilitaron una línea telefónica especial; para la atención de la Población Migrante de Venezuela; a través de la cual y desde cualquier parte del territorio colombiano podrán obtener información: Sobre la orientación de acceso a servicios de salud y educación.
Al igual que; donde pueden realizar los trámites para regular su situación migratoria.
Así como; conocer la oferta de servicios disponibles; para niños, niñas y mujeres.
También; para resolver dudas en relación a su situación migratoria.
Así mismo; la cruz roja colombiana ayuda a venezolanos.

",FAKE
21,"- FARC era un grupo de scouts inconformes
- M19 si a caso asesinó a 2 personas y de resto pues eran perseguidos por el Estado sin razón 
- Los del ejército nacional son los culpables de todo el conflicto y muertos.",FAKE
22,"Desde que se informo el resultado de la segunda vuelta, el mundo se dio cuenta que a colombia la va dirigir un guerrillero, que nos va llenar de impuestos. La gente desde ya, haciendo lo obvio: sacando la plata de Colombia antes que se la quiten. El dolar a subido mas de 500 pesos desde entonces. Es decir; hoy somos 12% mas pobres en menos de un mes. La izquierda es hambre señores. Siempre se les dijo. Esos impuestos no eran para los 4000 mas ricos y ahora que la gente sabe que les mintieron estan cerrado negocios y sacando el capital del pais.",FAKE
23,"se filtra la decisión de la Corte, el congresista de la extrema derecha  @MiguelPoloP hace unas horas recibió la información sobre la decisión de su curul. Tiene 6 días habilés para retirarse de su cargo.
GANÓ COLOMBIA.",FAKE
24,"La NASA admite que el cambio climático se debe a los cambios en la órbita solar de la Tierra, no a los SUV y los combustibles fósiles.",FAKE
25,"La  @CConstitucional  reversó su decisión sobre el aborto. Con ponencia del Magistrado Antonio José Lizarazo, y con la firma de los Magistrados Paola Meneses y Juan Carlos Cortés el IVE ya no será más un derecho fundamental que por muchos años sostuvo la 
@CConstitucional",FAKE
26,"Señor Presidente  @petrogustavo
Con gusto le comparto imágenes de la biodiversidad colombiana para que no use la del popular Martín pescador de otros continentes. Un colibrí Oxypogon, oso de anteojos o una orquídea de nuestro país sería adecuada en su perfil",REAL
27,"mediante redes sociales se está conociendo una serie de panfletos que están circulando  y amenazando presuntamente a jóvenes, esto es lo que dice en dicho panfleto, muchas personas temen por su seguridad.   ""LLEGO LA HORA DE LA LIMPIEZA SOCIAL""",FAKE
28,"La empresa Gases de Occidentes acaba de informar que sus reservas se agotaron, Las políticas de empobrecimiento de Gustavo Petro, ordenadas por la agenda globalista a la que le sirve, son responsables. Y, por supuesto, los idiotas que lo votaron creyendose el cuento de ""cambio""- Ahí tienen su ""cambio"". ",FAKE
29,"Redes sociales sin control, los que tienen el poder y pueden invertir por lo alto, cambian con facilidad el discurso digital, mueven tendencias, ganan adeptos y queman a cualquiera que se interponga.
🇨🇴ATENCIÓN. Según la Inteligencia Artificial Premium GPT-4 tras Análisis revela que Más de 300 Mil bots de Rusia, India y Argentina impulsan tendencias como #SemanaMiente, #RCNMiente, #CaracolMienten y #CaracolMiente, atacando medios colombianos y apoyando a @petrogustavo",FAKE
30,"Sabían que un #Sismo se siente más fuerte en un metro elevado y es más peligroso cuando se construye sin estudios.
No repitamos el desastre que vivieron en México por la improvisación.",FAKE
31,"Por favor si alguno de ustedes tiene comunicación con militares activos, informen que los guerrilleros  están llegando a Bogotá, en las chivas de los indígenas disfrazados de indígenas, traen armas en ninguna parte los revisan ya que las autoridades no lo pueden hacer....yo trabajé ministerio de interior asuntos indígenas, y la informante es una amiga indígena que todavía trabaja en el ministerio, además están alquilando casas para guardar explosivos. COLOMBIA LIBRE !!!",FAKE
32,"Uy, según esta encuesta digital, los Char van en picada por sus escándalos. Barranquilla  se quita la venda con la MAFIA Char.
Lo interesante de esto, es que el posible candidato del Pacto Histórico a la Alcaldía Antonio Bohorquez  sube en esta encuesta.
¡Se puso buena la cosa!",FAKE
33,"El presidente ilegitimo de Colombia Gustavo Petro NUNCA ha trabajado en una empresa, Industria, Sistema Bancario, Comercio.JAMAS Ha emprendido su propio Negocio.como una Industria, Almacén, Restaurante etc... para generar empleo y ganancias para si mismo y su Familia.
Entonces: ¿De dónde sacó para tener TODAS estás propiedades?
Ahhhh!!  sí de su ALTISIMA CORRUPCIÓN, de Negocios como el del ""vídeo de las Bolsas"",  los más de 1.500 millones que recibió su hijo Nicolás Petro de Narcotraficantes, de los 15 mil Millones que declaró Armando Benedetti recibió clandestinamente y de Patrocinadores ""Non Santos"", del Dinero que recibió de las Narco-terroristas de las Guerrillas para, como contraprestación acabar de entregarles el país como ya lo hizo amarrando a las FFMM y el acuerdo con su Gran Patrocinador el ELN.
Y hay Idiotas, Estúpidos que aún le creen que es el Gobierno ANTI-CORRUPCION para ""vivir sabroso"", los que vivirán sabroso son él,  su OBESA AFRODESCENDIENTE VicepresidentE, sus lacayos Chupa-monda del Círculo cercano a su Des-gobierno.",FAKE
34,"Votaron sí al PL 272/22 que impone la ideología de género en instituciones de educación, centros de salud y avala la amputación de órganos a menores de edad",FAKE
35,"1863 PAROS CARDÍACOS para deportistas. 
1291 de ellos murieron.  Todo esto post vacunación COVID-19 . En resumen, la muerte súbita cardiaca en deportistas:  
→ 2,4 por mes (entre 1966 - 2004) 
→ 46.4 por mes (entre 2021 - 2022)",FAKE
36,"República Dominicana rechaza  a guerrillero del M19 como embajador colombiano.
Petro lo peor que le ha pasado a Colombia. Bien lo definió el filisofo Savater : provocativamente ignorante de la cortesía diplomática!' ",FAKE
37,"Verificando el sistema misional SPOA se pudo constatar la existencia de un radicado adicional al referido con anterioridad -050016099166202158121- adelantado por un despacho adscrito a la Dirección a su cargo en contra de dicho Alcalde por hechos relacionados con aquellos expuestos en la comunicación allegada. En virtud de lo anterior, de manera atenta y respetuosa reiteramos la remisión realizada y agradecemos que por su autonomía e independencia valoren su contenido e impartan el trámite que en derecho corresponda",FAKE
38,"Recuerden: A partir de hoy a las 5:27 horas, viviremos el fenómeno aphelion. La Tierra estará más lejos del sol. No podemos ver el fenómeno, pero sí sentir su impacto. Esto durará hasta el mes de marzo. Tendremos un clima frío, más que un clima frío de siempre lo que repercutirá en gripe, tos, dificultad para respirar, etc. Debemos alimentar la inmunidad consumiendo muchas vitaminas y suplementos para fortalecerla. La distancia de la Tierra al Sol es de 5 minutos luz o 90.000.000 KM El fenómeno del Afelio nos aleja a 152.000.000 KM del Sol, es decir, un 66% más lejos. El aire será más frío, nuestro cuerpo no está acostumbrado a esta temperatura. Es mucha la diferencia. Debemos mantener nuestras condiciones de salud al máximo. No importa si está nublado o hay sol, el aumento del frío se sentirá igual. Por favor, comparte con todos esta información, con la mayor cantidad de personas que sea posible para que ellos también tomen previsiones. ¡Abríguese bien!",FAKE
39,"Congelados precios de Peajes en Colombia. No subirán en 2023. Golpe a la inflación y alivio a 6.7 millones de propietarios de autos, buses, colectivos, camiones.
Junto con rebaja del 50% del SOAT a 10.7 millones de motos, constituyen hechos inéditos.
¡Bien Pte Petro!",REAL
40,"¡Atención! #AlertaSanitaria Invima advierte que el producto GOMAS DE GELATINA TRRLLI BIG BOLD BEARS es comercializado sin autorización sanitaria. Su presentación imita a un producto nacional, reportando contener ingredientes activos del cannabis",REAL
41,"Se inscribieron 9 candidatos a la Alcaldía de Bogotá, oficialmente somos la nueva Mojo Dojo Casa House. Así está el panorama en Bogotá, ni una sola candidata mujer a la alcaldía. ",REAL
42,"""El incremento de los salarios de los congresistas no es una decisión del presidente. El incremento de esos salarios los regula una ley de la republica "" Petro ",REAL
43,"Cada año se gradúan miles comunicadores, publicistas y cineastas COLOMBIANOS, pero el gobierno de 
@petrogustavo acaba de contratar por $128 millones a UN HOLANDÉS para una campaña sobre cultivos ilícitos. El holandés se llama Sjoerd Van Grootheest y es el esposo de Irene Vélez.",REAL
44,"1. Peso colombiano 2. Peso mexicano 3. Forinto húngaro 4. Real brasilero 5.  Zloty polaco 6.  Peso chileno 7.  Sol peruano 9. Libra esterlina
",REAL
45,"En el 2018 el entonces Senador Gustavo Petro había denunciado la “presunta” corrupción de Zuluaga con dineros de Odebrecht, el CD lo negó todo, hoy el tiempo le dio la razón",REAL
46,"En Riohacha, la vicepresidenta  FranciaMarquezM recibió el mandato de Igualdad y Equidad, con la firma de los decretos que reglamentan la gran apuesta del #GobiernoDelCambio para la eliminación de las desigualdades políticas, económicas y sociales.",REAL
47,"80 millones de dólares en sobornos se iban a distribuir por compra de equipos militares navales entre una empresa italiana y altos funcionarios del anterior gobierno. La investigacion italiana avanza, solicito a la fiscalía iniciarla en Colombia.",REAL
48,"Grandes felicitaciones al señor Presidente Iván Duque y a su Ministra de Educación María  Victoria Angulo, por su extraordinario trabajo educativo durante su administración. Colombia ocupó  ""EL ULTIMO PUESTO"" en las Pruebas Pisa, donde participan 600.000 alumnos de 79 países.",FAKE
49,"A pesar del relato que promueven un sector de la política y los grandes medios de comunicación acerca de que las grandes masas de hielo se están reduciendo como consecuencia del cambio climático, un estudio publicado por la Unión Europea de Geociencias (EGU, por sus siglas en inglés) y firmado por tres investigadores de las universidades de Leeds (Reino Unido) y Minnesota (EE.UU.) afirma que la plataforma de hielo antártica ha crecido en 5.304 kilómetros cuadrados en el período entre 2009 y 2019.
Los investigadores aseguran que en los últimos 50 años las observaciones satelitales no han mostrado una reducción en la masa, si no que las plataformas de hielo colapsan, adelgazan y retroceden, volviéndose a formar en la frontera de tiempo estudiada.  A pesar de que el derretimiento de los polos es uno de los grandes problemas que profesan los alarmistas del cambio climático, ya que un gran deshielo provocaría una fuerte elevación del nivel del mar y generar, con ello, consecuencias devastadoras a la humanidad, no hay indicios de que esto esté pasando ahora mismo.
El estudio ha utilizado datos satelitales MODIS (Espectrorradiómetro de Imágenes de Media Resolución) para medir el cambio de la plataforma de hielo y el área en 34 plataformas de hielo en la Antártida de 2009 a 2019. Y lo que ha hallado es que durante la última década, la reducción en el área de la península antártica (6.693 kilómetros cuadrados) y la Antártida occidental (5.563 km²) ha sido compensada íntegramente por el crecimiento del área en la Antártida oriental (3.532 kilómetros cuadrados) y las grandes plataformas de hielo de Ross y Ronne-Filchner (14.028 km²).",FAKE
50,"El Dr. John Clauser, premio Nobel de Física de 2022 diagnosticó que la situación actual no es una crisis climática y criticó al Panel Intergubernamental sobre el Cambio Climático (IPCC) por difundir información errónea.",FAKE
51,"Se confirma primer caso de coronavirus COVID-19 en Colombia. “El ministerio de Salud y Protección social confirma el primer caso de COVID-19 en el territorio nacional luego de los análisis practicados a una paciente de 19 años. La ciudadana, procedente de Milán, Italia, presentó síntomas y acudió a los servicios de salud donde se le tomaron las muestras para el análisis respectivo. Ante esto, el Instituto Nacional de Salud confirmó resultados positivos a las pruebas”",REAL
52,"CIRCULA POR ALLÍ UN COMUNICADO OFICIAL DE PARTE DE PEPSY COLA PARA QUE NO CONSUMAN SEVEN UP (7 Up) PORQUE ESTÁ ENVENENADO EL REFRESCO EN CUESTIÓN  PUES DICEN QUE POR ERROR LE FUÉ AÑADIDO ÁCIDO MURIATICO iQUE NOS PROTEJA EL SEÑOR! QUE HACE UN VENENO COMO ÉSTE EN UNA PLANTA DE BEBIDAS QUE HASTA EL DIA DE HOY ES DE LAS MAS CONSUMIDAS? Y PEDIMOS A EL DE ARRIBA PROTEJA A NUESTRA POBLACIÓN PORQUE ES DEMASIADO EL NÚMERO  DE VÍCTIMAS EN ROBOLUCION ASÍ QUE A CORRER LA VOZ Y SEVEN UP (7 Up), NO CONSUMIR PORQUE AUNQUE NO LO DESEES  TEMPRANO, PUEDES MORIR.-",FAKE
53,"No, Senadora. El origen de la violencia en Colombia son la profunda desigualdad y la tenencia de la tierra, el narcotráfico vino después. Nuestra tragedia es que tanto la violencia y el narcotráfico se alimentan y crecen en esa desigualdad jamás superada. Esa es la prioridad",REAL
54,"Hoy se terminó el inventario de las vallas que tiene instaladas en la ciudad de Cali el candidato presidencial  FicoGutierrez , debo decir que supera con creces las permitidas según el CNE y el decreto de la Alcaldia Distrital. Procederemos  Todos deben respetar la ley",REAL
55,"Si están  visitando algún centro comercial  y les toman  la temperatura corporal con una pistola al  entrar, por prudencia tápense los ojos.
 Muchas veces  quien la usa  no tienen certeza de hacia dónde apuntan. El termómetro de estos equipos funciona sobre la base de un Rayo láser que va y viene recabando la información para entonces generar la lectura, pero,  se ha detectado  que no todas esas pistolas  están debidamente calibradas para evitar que si por error apuntan a la retina no la lastimen, vamos a cuidar nuestro sentido de la vista. Multiplica la información por favor.",FAKE
56,"71 deportistas llevó Colombia a Tokio a diferencia de los 147 que participaron en Río. Para este desgobierno las prioridades son otras: el gasto militar, aviones de guerra, camionetas, entre otros. ¡Tenemos que hacer del deporte una gran prioridad!
",REAL
57,"Aunque la Corte Constitucional ha declarado que toallas higiénicas y tampones no pueden ser gravadas con IVA, en esta ReformaTributaria estos productos pasan de exentos a excluidos, encareciendo los insumos de producción y por lo tanto su precio de venta.",REAL
58,"Lo ocurrido en Unicentro es un reflejo del país que está construyendo PETRO, el del caos total, la guerra civil, todos contra todos.",FAKE
59,"Con el objetivo de proteger uno de los patrimonios naturales y culturales más emblemáticos del Caribe colombiano y del país, la ministra de Ambiente y Desarrollo Sostenible, Susana Muhamad, en un trabajo conjunto con los cuatro pueblos indígenas de la Sierra, acordaron ampliar el área de protección del Parque Nacional Natural Sierra Nevada de Santa Marta. Con esta medida el país alcanza más de 49 millones de hectáreas protegidas, que consolidan a Colombia como Potencia Mundial de la Vida.

Al respecto, la ministra de Ambiente y Desarrollo Sostenible, Susana Muhamad, señaló que «esta es una decisión histórica con los cuatro pueblos de la Sierra Nevada de Santa Marta, con el propósito de salvaguardar  el agua, la pervivencia de los pueblos  y  sobre todo protegerla de la minería y de grandes obras de infraestructura y la agricultura de gran escala en esta reserva nacional, no solo ambiental, sino cultural del país.",REAL
60,"El Estado Mayor Central de las disidencias de las Farc, al mando Iván Mordisco, inició un plan pistola contra la Policía y, al estilo del capo Pablo Escobar, ofrece cuatro millones de pesos por cada uniformado muerto.
Esta acción del grupo armado se da como represalia a las actividades operacionales que adelantan las autoridades y que han permitido duros golpes en contra de esta estructura criminal. Además, también se ofrece dinero por el robo de armamento y el equipo utilizado por los agentes.",REAL
61,"En una entrevista para La W el nuevo alcalde de Cali, Jorge Iván Ospina, se pronunció respecto a su llegada al mandato de la capital del Valle y sobre los cambios que se presenciarán con el inicio de su administración. Uno de los puntos más importantes que abordó fue el de las corridas de toros, las cuales aseguró no tendrán ningún apoyo por parte de la Alcaldía e incluso se ejecutarán campañas para que la ciudadanía tome conciencia sobre el maltrato animal.",REAL
62,"Era el 3 de enero de 2020, y Supaporn Wacharapluesadee estaba esperando una entrega.Se había corrido la voz de que había algún tipo de enfermedad respiratoria que afectaba a las personas en Wuhan, China. Con la llegada del Año Nuevo Lunar, muchos turistas chinos se dirigían a la vecina Tailandia para celebrar. Por eso, el gobierno tailandés comenzó a examinar en el aeropuerto a los pasajeros que llegaban de Wuhan, y se eligieron algunos laboratorios, incluido el de Wacharapluesadee, para procesar las muestras con las que querían detectar el problema. Wacharapluesadee es una experta cazadora de virus. Dirige el Centro de Ciencias de la Salud y Enfermedades Infecciosas Emergentes de la Cruz Roja Tailandesa en Bangkok.
Durante los últimos 10 años, ha formado parte de Predict, un proyecto mundial para detectar y detener enfermedades que pueden pasar de animales a humanos. Ella y su equipo han tomado muestras a muchas especies, pero su enfoque principal ha estado en los murciélagos, que se sabe que albergan muchos coronavirus.",REAL
63,URG Atentado terrorista en un puesto de control militar entre Tame y Hato Corozal. Información preliminar reporta cinco uniformados heridos. ,REAL
64,"En Reino Unido han creado una cárcel flotante para albergar a migrantes ilegales, a los que tendrán recluidos. Una auténtica distopía contraria a la Humanidad misma. Capitalismo en estado puro",REAL
65,"Unidades de la Armada de Colombia y la Fuerza Aeroespacial Colombiana incautaron 3 toneladas de cocaína que eran transportados en una embarcación tipo “Go Fast” que tendría como destino a Centroamérica, y la cual hacía tránsito por mar territorial colombiano en aguas del departamento Archipiélago de San Andrés, Providencia y Santa Catalina.
“Esta incautación se logró gracias a una completa sinergia operacional entre Patrulleros Marítimos de la Aviación Naval de la Armada de Colombia, aeronaves tipo Horus de la Fuerza Aeroespacial Colombiana, la Fragata Misilera ARC “Caldas” y Unidades de Reacción Rápida - URR de la Estación de Guardacostas de San Andrés; quienes con información de valor lograron identificar y seguir efectivamente este bote sospechoso, que navegaba en el Mar Caribe”, dice la Armada.",REAL
66,"Se desploma la popularidad del presidente colombiano, cada vez más radicalizado y acorralado por los escandalos. ",REAL
67,"Este jueves, a tempranas horas de la mañana, Catalina Ortiz, aspirante a la Alcaldía de Cali, confirmó a través de sus redes sociales que el video de la supuesta agresión machista en su contra fue un montaje.
La precandidata seguró que nunca fue informada sobre la “puesta en escena” y que mucho menos pagó por ello, situación por la que siente “muy avergonzada y desconcertada”. Asimismo, aseguró que apenas anoche, 31 de mayo, se enteró del montaje.",REAL
68,"La Procuraduría General de la Nación sancionó al exalcalde de Bucaramanga y excandidato presidencial , Rodolfo Hernández, con destitución e inhabilidad general por 14 años debido a su interés indebido en el proceso de asignación del contrato para el manejo de residuos sólidos a la unión temporal Vitalogic RSU.
La Procuraduría determinó que el exalcalde llevó a cabo varias acciones con el objetivo de favorecer la adjudicación del contrato a la mencionada unión temporal.",REAL
